2015-08-20, 2, qing_du, 9.99, 9.65, -9.98, 10.72, 10.57, 10.59, 9.65, 254877.99, 259753144, 6.12, 8.77, 0.49, 754.65608
2015-08-21, 2, qing_du, 9.92, 8.69, -9.95, 9.65, 9.26, 9.55, 8.69, 281037.89, 254100404, 6.75, 8.91, 0.63, 1073.66204
2015-08-25, 1, wei_ruo, 9.71, 7.04, -9.97, 7.82, 7.04, 7.20, 7.04, 209141.46, 147411042, 5.02, 2.05, 0.70, 1191.50901
2015-08-26, 1, wei_ruo, 9.46, 6.35, -9.80, 7.04, 7.04, 7.39, 6.34, 339182.17, 231484184, 8.15, 14.91, 1.32, 4030.37596
2015-10-29, 3, zhong_du, 7.97, 8.75, 5.80, 8.27, 8.37, 8.96, 8.16, 364870.14, 314315217, 8.77, 9.67, 1.91, 1035.43496
2015-10-30, 4, gao_du, 7.99, 8.42, -3.77, 8.75, 8.70, 8.75, 8.25, 206826.41, 175185108, 4.97, 5.71, 0.89, 1214.14304
2015-11-02, 4, gao_du, 8.00, 8.13, -3.44, 8.42, 8.21, 8.53, 8.00, 139651.39, 115471302, 3.35, 6.29, 0.60, 1274.48797
2015-11-03, 3, zhong_du, 8.00, 7.95, -2.21, 8.13, 8.11, 8.25, 7.84, 147737.88, 119498769, 3.55, 5.04, 0.66, 2804.09288
2015-11-04, 3, zhong_du, 8.01, 8.40, 5.66, 7.95, 8.03, 8.42, 8.03, 171469.54, 142150149, 4.12, 4.91, 0.77, 1024.82796
2015-11-05, 3, zhong_du, 8.04, 8.57, 2.02, 8.40, 8.52, 8.74, 8.31, 234261.1, 199960802, 5.63, 5.12, 1.14, 1235.09812
2015-11-06, 4, gao_du, 8.08, 8.78, 2.45, 8.57, 8.55, 8.91, 8.46, 227236.1, 198619473, 5.46, 5.25, 1.26, 1329.50902
2015-11-09, 4, gao_du, 8.11, 8.75, -0.34, 8.78, 8.68, 8.89, 8.30, 237839.03, 205887593, 5.71, 6.72, 1.29, 1320.64199
2015-11-10, 5, qiang_lie, 8.15, 8.83, 0.91, 8.75, 8.65, 9.05, 8.65, 235848.38, 208918260, 5.67, 4.57, 1.16, 462.01992
2015-11-11, 5, qiang_lie, 8.15, 8.91, 0.56, 8.86, 8.82, 8.95, 8.70, 194990.13, 171648616, 4.68, 2.82, 0.88, 259.62782
2015-11-12, 5, qiang_lie, 8.25, 8.76, -1.68, 8.91, 8.95, 9.04, 8.65, 220749.94, 193885299, 5.30, 4.38, 0.98, 962.183
2015-11-13, 5, qiang_lie, 8.26, 8.53, -2.63, 8.76, 8.75, 8.75, 8.40, 180853.42, 155055753, 4.34, 4.00, 0.81, 2730.31211
2015-11-16, 5, qiang_lie, 8.29, 9.01, 5.63, 8.53, 8.41, 9.04, 8.36, 210519.89, 185019411, 5.06, 7.97, 0.98, 2826.24912
2015-11-17, 5, qiang_lie, 8.34, 9.01, 0.00, 9.01, 9.05, 9.27, 8.92, 271447.65, 247056441, 6.52, 3.88, 1.30, 1090.0321
2015-11-18, 5, qiang_lie, 8.36, 8.79, -2.44, 9.01, 9.00, 9.06, 8.75, 121504.46, 108119162, 2.92, 3.44, 0.56, 1257.40504
2015-11-19, 5, qiang_lie, 8.37, 8.90, 1.25, 8.79, 8.75, 8.93, 8.75, 98485.21, 86941313, 2.37, 2.05, 0.49, 32041.70299
2015-11-20, 5, qiang_lie, 8.39, 8.96, 0.67, 8.90, 8.96, 8.97, 8.74, 163129.67, 145003907, 3.92, 2.58, 0.92, 16536.33189
2015-11-23, 5, qiang_lie, 8.41, 8.81, -1.67, 8.96, 9.00, 9.07, 8.75, 147255.33, 131594283, 3.54, 3.57, 0.85, 16460.06513
2015-11-24, 5, qiang_lie, 8.42, 8.86, 0.57, 8.81, 8.80, 8.87, 8.60, 116226.13, 101747601, 2.79, 3.06, 0.72, 1156.61407
2015-11-25, 5, qiang_lie, 8.44, 9.10, 2.71, 8.86, 8.80, 9.12, 8.78, 169256.01, 151460236, 4.07, 3.84, 1.31, 999.88413
2015-11-26, 5, qiang_lie, 8.51, 9.56, 5.05, 9.10, 9.11, 9.69, 9.04, 300069.78, 282792760, 7.21, 7.14, 2.16, 866.539
2015-11-27, 5, qiang_lie, 8.53, 8.66, -9.41, 9.56, 9.46, 9.49, 8.60, 200653.36, 182822776, 4.82, 9.31, 1.12, 842.28992
2015-11-30, 5, qiang_lie, 8.53, 8.81, 1.73, 8.66, 8.66, 8.92, 8.13, 149790.29, 128084990, 3.60, 9.12, 0.80, 910.9869
2015-12-01, 5, qiang_lie, 8.54, 8.84, 0.34, 8.81, 8.69, 8.97, 8.59, 90144.56, 79482180, 2.17, 4.31, 0.48, 1388.42916
2015-12-02, 5, qiang_lie, 8.55, 8.74, -1.13, 8.84, 8.84, 9.00, 8.41, 106358.66, 92920378, 2.56, 6.67, 0.58, 925.57907
2015-12-03, 5, qiang_lie, 8.55, 9.20, 5.26, 8.74, 8.75, 9.22, 8.71, 143208.23, 128222427, 3.44, 5.84, 0.85, 799.32904
2015-12-04, 5, qiang_lie, 8.53, 9.14, -0.65, 9.20, 9.06, 9.25, 9.03, 129966.6, 118599955, 3.12, 2.39, 0.94, 582.61204
2015-12-07, 5, qiang_lie, 8.55, 9.20, 0.66, 9.14, 9.12, 9.27, 9.01, 112125.39, 103090514, 2.69, 2.84, 0.91, 2844.09189
2015-12-08, 5, qiang_lie, 8.64, 9.37, 1.85, 9.20, 9.21, 9.93, 9.15, 383324.39, 367406385, 9.21, 8.48, 3.29, 744.86995
2015-12-09, 5, qiang_lie, 8.77, 10.18, 8.64, 9.37, 9.43, 10.25, 9.38, 434214.3, 425775511, 10.43, 9.28, 2.48, 1817.01398
2015-12-10, 5, qiang_lie, 8.85, 9.95, -2.26, 10.18, 10.03, 10.18, 9.78, 278841.73, 277001379, 6.70, 3.93, 1.16, 866.96005
2015-12-11, 5, qiang_lie, 8.93, 10.25, 3.02, 9.95, 9.87, 10.42, 9.68, 267445.67, 271475561, 6.42, 7.44, 1.00, 981.58312
2015-12-14, 5, qiang_lie, 9.00, 10.47, 2.15, 10.25, 10.08, 10.60, 10.05, 203943.05, 209809060, 4.90, 5.37, 0.69, 843.83106
2015-12-15, 5, qiang_lie, 9.06, 10.28, -1.81, 10.47, 10.40, 10.51, 10.18, 181211.83, 186971434, 4.35, 3.15, 0.58, 2172.17088
2015-12-16, 5, qiang_lie, 9.10, 10.07, -2.04, 10.28, 10.20, 10.29, 10.00, 145248.7, 146628498, 3.49, 2.82, 0.53, 3772.70699
2015-12-17, 5, qiang_lie, 9.15, 10.21, 1.39, 10.07, 10.11, 10.24, 10.04, 189198.64, 191818923, 4.55, 1.99, 0.88, 2840.43503
2015-12-18, 5, qiang_lie, 9.18, 9.97, -2.35, 10.21, 10.18, 10.18, 9.88, 134984.04, 135046220, 3.24, 2.94, 0.68, 2756.27899
2015-12-21, 5, qiang_lie, 9.21, 10.19, 2.21, 9.97, 9.90, 10.25, 9.84, 151316.96, 152883458, 3.64, 4.11, 0.89, 2969.455
2015-12-22, 5, qiang_lie, 9.29, 10.64, 4.42, 10.19, 10.19, 10.88, 10.15, 264216.16, 279929587, 6.35, 7.16, 1.65, 829.43511
2015-12-23, 5, qiang_lie, 9.37, 10.38, -2.44, 10.64, 10.68, 11.16, 10.22, 239719.22, 258585356, 5.76, 8.83, 1.35, 2758.32582
2015-12-24, 5, qiang_lie, 9.39, 10.16, -2.12, 10.38, 10.20, 10.45, 9.98, 127966.11, 129743844, 3.07, 4.53, 0.65, 798.23589
