2015-08-20, 2, qing_du, 13.43, 11.98, -6.19, 12.77, 12.40, 12.68, 11.91, 105732.01, 130104652, 3.09, 6.03, 0.61, 746.50693
2015-08-21, 2, qing_du, 13.38, 11.04, -7.85, 11.98, 11.60, 11.97, 11.00, 82816.28, 95043879, 2.42, 8.10, 0.51, 1065.2051
2015-08-25, 1, wei_ruo, 13.19, 8.95, -9.96, 9.94, 8.99, 9.60, 8.95, 92746.27, 84466520, 2.71, 6.54, 0.81, 1199.06306
2015-08-26, 1, wei_ruo, 13.03, 8.48, -5.25, 8.95, 9.25, 9.47, 8.44, 127467, 114538492, 3.73, 11.51, 1.31, 1007.42412
2015-10-29, 5, qiang_lie, 12.84, 15.88, 0.32, 15.83, 15.97, 16.47, 15.50, 165845.2, 264706178, 4.85, 6.13, 0.63, 1978.06811
2015-10-30, 5, qiang_lie, 13.07, 16.34, 2.90, 15.88, 16.01, 16.84, 16.01, 215043.45, 352944529, 6.29, 5.23, 0.88, 920.20297
2015-11-02, 5, qiang_lie, 13.19, 15.47, -5.32, 16.34, 15.80, 16.36, 15.38, 157944.77, 251140481, 4.62, 6.00, 0.68, 1079.28014
2015-11-03, 5, qiang_lie, 13.28, 14.58, -5.75, 15.47, 15.40, 15.65, 14.08, 193143.37, 284618117, 5.65, 10.15, 0.93, 914.64019
2015-11-04, 4, gao_du, 13.41, 15.98, 9.60, 14.58, 14.50, 16.00, 14.50, 200379.63, 305215754, 5.86, 10.29, 1.07, 920.63904
2015-11-05, 5, qiang_lie, 13.68, 16.51, 3.32, 15.98, 15.97, 16.88, 15.75, 308961.39, 503311584, 9.03, 7.07, 1.66, 1224.6201
2015-11-06, 5, qiang_lie, 13.98, 16.70, 1.15, 16.51, 16.59, 17.20, 16.03, 344200.37, 573483466, 10.06, 7.09, 1.60, 1341.465
2015-11-09, 5, qiang_lie, 14.26, 16.21, -2.93, 16.70, 16.88, 17.00, 16.01, 400990.42, 658645121, 11.72, 5.93, 1.66, 1809.13401
2015-11-10, 5, qiang_lie, 14.37, 15.74, -2.90, 16.21, 16.19, 16.20, 15.38, 240771.28, 377047165, 7.04, 5.06, 0.83, 459.2309
2015-11-11, 5, qiang_lie, 14.37, 15.57, -1.08, 15.74, 15.75, 15.78, 15.28, 168436.65, 260092481, 4.92, 3.18, 0.56, 276.70598
2015-11-12, 5, qiang_lie, 14.49, 15.65, 0.51, 15.57, 15.56, 15.93, 15.44, 168887.12, 265051817, 4.94, 3.15, 0.58, 863.95693
2015-11-13, 5, qiang_lie, 14.51, 14.87, -4.98, 15.65, 15.55, 15.60, 14.80, 151615.12, 227480660, 4.43, 5.11, 0.57, 1172.79792
2015-11-16, 5, qiang_lie, 14.53, 15.19, 2.15, 14.87, 14.48, 15.20, 14.23, 115076.19, 169028993, 3.36, 6.52, 0.51, 2880.85413
2015-11-17, 5, qiang_lie, 14.54, 14.77, -2.76, 15.19, 15.30, 15.32, 14.71, 113747.27, 171423206, 3.33, 4.02, 0.67, 1064.35204
2015-11-18, 5, qiang_lie, 14.55, 14.66, -0.74, 14.77, 15.05, 15.15, 14.52, 92485.65, 137862795, 2.00, 4.27, 0.64, 1319.97299
2015-11-19, 5, qiang_lie, 14.55, 14.81, 1.02, 14.66, 14.65, 14.84, 14.40, 95475.61, 139204962, 2.07, 3.00, 0.74, 16551.89991
2015-11-20, 5, qiang_lie, 14.56, 14.94, 0.88, 14.81, 14.82, 15.04, 14.69, 126434.56, 188085487, 2.74, 2.36, 1.11, 32115.61203
2015-11-23, 5, qiang_lie, 14.55, 14.10, -5.62, 14.94, 14.78, 14.78, 14.03, 220322.04, 316056908, 4.77, 5.02, 2.03, 32160.01487
2015-11-24, 5, qiang_lie, 14.51, 13.89, -1.49, 14.10, 14.00, 14.50, 13.75, 328320.21, 456924172, 7.11, 5.32, 2.53, 1128.91102
2015-11-25, 4, gao_du, 14.48, 14.04, 1.08, 13.89, 13.94, 14.09, 13.70, 238623.47, 332360174, 5.17, 2.81, 1.38, 948.08793
2015-11-26, 4, gao_du, 14.47, 14.11, 0.50, 14.04, 14.09, 14.43, 14.00, 254598.98, 361616765, 5.51, 3.06, 1.26, 1732.32508
2015-11-27, 4, gao_du, 14.39, 12.70, -9.99, 14.11, 14.00, 14.08, 12.70, 279437.46, 370139273, 6.05, 9.78, 1.20, 889.2529
2015-11-30, 3, zhong_du, 14.29, 12.25, -3.54, 12.70, 12.74, 12.80, 11.50, 214568.8, 261585941, 4.64, 10.24, 0.81, 923.2831
2015-12-01, 3, zhong_du, 14.21, 12.39, 1.14, 12.25, 12.25, 12.64, 12.05, 184325.36, 228607224, 3.99, 4.82, 0.70, 1119.07005
2015-12-02, 2, qing_du, 14.14, 12.20, -1.53, 12.39, 12.48, 12.51, 11.60, 157643.94, 190147691, 3.41, 7.34, 0.67, 2104.05493
2015-12-03, 2, qing_du, 14.14, 12.68, 3.93, 12.20, 12.30, 12.69, 12.17, 142967.15, 177750241, 3.09, 4.26, 0.66, 3850.5671
2015-12-04, 2, qing_du, 14.05, 12.73, 0.39, 12.68, 12.61, 12.95, 12.50, 171781.06, 218786561, 3.72, 3.55, 0.88, 575.30808
2015-12-07, 2, qing_du, 14.01, 12.74, 0.08, 12.73, 12.76, 12.78, 12.55, 116160.27, 147153099, 2.51, 1.81, 0.67, 627.06399
2015-12-08, 2, qing_du, 13.95, 13.45, 5.57, 12.74, 12.80, 13.90, 12.22, 330446.36, 436856039, 7.15, 13.19, 2.14, 754.89092
2015-12-09, 2, qing_du, 13.92, 13.05, -2.97, 13.45, 13.31, 13.31, 12.89, 208997.04, 272932650, 4.52, 3.12, 1.14, 532.7878
2015-12-10, 2, qing_du, 13.88, 12.52, -4.06, 13.05, 13.03, 13.03, 12.43, 143022.55, 182164566, 3.10, 4.60, 0.74, 1094.89083
2015-12-11, 1, wei_ruo, 13.84, 12.24, -2.24, 12.52, 12.43, 12.51, 12.07, 92213.48, 112864405, 2.00, 3.51, 0.48, 4617.5921
2015-12-14, 1, wei_ruo, 13.82, 12.53, 2.37, 12.24, 12.06, 12.57, 11.95, 88152.49, 108810712, 1.91, 5.07, 0.49, 1129.44794
2015-12-15, 1, wei_ruo, 13.79, 12.98, 3.59, 12.53, 12.49, 13.03, 12.45, 139906.48, 179846335, 3.03, 4.63, 0.81, 1335.428
2015-12-16, 1, wei_ruo, 13.77, 13.63, 5.01, 12.98, 12.92, 13.66, 12.92, 224166.94, 298430083, 4.85, 5.70, 1.67, 2072.79587
2015-12-17, 1, wei_ruo, 13.78, 14.18, 4.04, 13.63, 13.78, 14.25, 13.62, 288923.25, 402051583, 6.25, 4.62, 2.10, 1975.25406
2015-12-18, 2, qing_du, 13.93, 15.27, 7.69, 14.18, 14.67, 15.50, 14.55, 513141.81, 771461823, 11.11, 6.70, 3.08, 842.75508
2015-12-21, 2, qing_du, 14.26, 16.01, 4.85, 15.27, 16.00, 16.78, 15.52, 703010.24, 1139021434, 15.22, 8.25, 2.80, 960.23583
2015-12-22, 3, zhong_du, 14.35, 15.70, -1.94, 16.01, 15.85, 16.01, 15.39, 280526.24, 439087974, 6.07, 3.87, 0.75, 267.42697
2015-12-23, 3, zhong_du, 14.41, 15.56, -0.89, 15.70, 15.53, 16.00, 15.41, 202797.84, 319257282, 4.39, 3.76, 0.50, 802.69313
2015-12-24, 3, zhong_du, 14.47, 15.90, 2.19, 15.56, 15.35, 16.01, 14.72, 243273.64, 374966056, 5.27, 8.29, 0.61, 2791.1129
2015-12-25, 3, zhong_du, 14.52, 15.73, -1.07, 15.90, 15.61, 16.22, 15.55, 171367.49, 272458566, 3.71, 4.21, 0.44, 737.02407
2015-12-28, 4, gao_du, 14.64, 16.25, 3.31, 15.73, 15.90, 16.66, 15.69, 339030.53, 551996090, 7.34, 6.17, 1.06, 2943.58993
2015-12-29, 4, gao_du, 14.71, 15.99, -1.60, 16.25, 16.10, 16.55, 15.76, 212289.93, 342022293, 4.60, 4.86, 0.86, 922.67704
2015-12-30, 4, gao_du, 14.76, 15.95, -0.25, 15.99, 15.98, 15.99, 15.40, 207780.99, 326890032, 4.50, 3.69, 0.84, 3141.44301
2015-12-31, 4, gao_du, 14.86, 16.29, 2.13, 15.95, 16.01, 17.00, 16.00, 300902.3, 497952320, 6.51, 6.27, 1.22, 961.21693
2016-01-04, 4, gao_du, 14.88, 14.66, -10.01, 16.29, 16.35, 16.35, 14.66, 220189.31, 335501975, 4.77, 10.37, 1.38, 1792.39106
2016-01-05, 3, zhong_du, 14.79, 13.27, -9.48, 14.66, 14.24, 15.25, 13.19, 438985.83, 607987892, 9.50, 14.05, 1.77, 2850.2121
2016-01-06, 3, zhong_du, 14.72, 14.60, 10.02, 13.27, 13.55, 14.60, 12.93, 412545.2, 569587080, 8.93, 12.58, 1.67, 961.28297
2016-01-07, 2, qing_du, 14.69, 13.79, -5.55, 14.60, 14.70, 15.39, 13.62, 326736.1, 483106073, 7.07, 12.12, 10.57, 779.5279
2016-01-08, 2, qing_du, 14.69, 14.53, 5.37, 13.79, 14.83, 15.06, 13.31, 513951.41, 742163329, 11.13, 12.69, 2.08, 1895.49112
2016-01-11, 2, qing_du, 14.61, 13.08, -9.98, 14.53, 13.48, 13.88, 13.08, 338115.11, 446747677, 7.32, 5.51, 1.37, 1370.30196
2016-01-12, 1, wei_ruo, 14.46, 11.77, -10.02, 13.08, 12.40, 12.88, 11.77, 283782.63, 341542369, 6.14, 8.49, 1.15, 962.17203
2016-01-13, 1, wei_ruo, 14.28, 10.63, -9.69, 11.77, 11.95, 11.98, 10.60, 243932.33, 276932546, 5.28, 11.72, 0.99, 3090.55614
2016-01-14, 1, wei_ruo, 14.11, 10.97, 3.20, 10.63, 10.04, 11.20, 9.76, 215932.66, 225632297, 4.67, 13.55, 0.87, 1702.69084
2016-01-15, 1, wei_ruo, 13.97, 10.11, -7.84, 10.97, 10.77, 11.17, 9.98, 181899.05, 192077605, 3.94, 10.85, 0.74, 1487.31184
2016-01-18, 1, wei_ruo, 13.83, 10.28, 1.68, 10.11, 9.79, 10.58, 9.71, 169802.62, 172970777, 3.68, 8.61, 0.69, 3834.70607
2016-01-19, 1, wei_ruo, 13.68, 10.98, 6.81, 10.28, 10.25, 11.10, 10.08, 213269.8, 228542418, 4.62, 9.92, 0.86, 2787.51111
2016-01-20, 1, wei_ruo, 13.54, 11.01, 0.27, 10.98, 10.90, 11.37, 10.68, 241038.19, 267445779, 5.22, 6.28, 0.97, 876.15299
2016-01-21, 1, wei_ruo, 13.43, 10.20, -7.36, 11.01, 10.71, 11.11, 10.10, 175991.33, 187756192, 3.81, 9.17, 0.71, 830.45197
2016-01-22, 1, wei_ruo, 13.29, 10.83, 6.18, 10.20, 10.40, 10.85, 9.95, 213389.89, 221582927, 4.62, 8.82, 0.86, 1856.67205
2016-01-26, 1, wei_ruo, 13.04, 10.72, -9.99, 11.91, 11.62, 11.85, 10.72, 310507.79, 348958267, 6.72, 9.49, 1.26, 1238.71613
2016-01-27, 1, wei_ruo, 12.89, 11.42, 6.53, 10.72, 11.20, 11.53, 10.30, 351503.93, 388843038, 7.61, 11.47, 1.42, 3409.38401
2016-01-28, 1, wei_ruo, 12.79, 10.64, -6.83, 11.42, 11.01, 11.29, 10.42, 211865.35, 231685703, 4.59, 7.62, 0.86, 8689.73422
